ejército	legión	5.95
metal	aluminio	7.25
silla	banco	6.67
nube	niebla	6
niño	hijo	6.75
agua	hielo	6.47
cama	manta	3.02
abogado	abogado	10.0
área	zona	8.33
negocio	empresa	9.02
ropa	tela	5.87
suéter	chaqueta	7.15
dinero	capital	6.67
mano	pie	4.17
alcohol	cóctel	6.73
yarda	pulgada	3.78
molécula	átomo	6.45
lente	cámara	4.28
comida	cena	7.15
ojo	lágrima	3.55
dios	diablo	1.8
bucle	cinturón	3.1
rata	ratón	7.78
motor	motor	10.0
automóvil	táxi	7.42
gato	león	6.75
tamaño	magnitud	6.33
realidad	fantasía	1.03
puerta	portal	5.25
gato	mascota	5.95
estaño	aluminio	6.42
hueso	mandíbula	4.17
cereal	trigo	3.75
casa	llave	1.9
sangre	carne	4.28
puerta	pasillo	3.73
dios	espíritu	7.3
capacidad	competencia	7.62
abundancia	montón	8.97
sofá	silla	6.67
pared	ladrillo	4.68
cuerno	tambor	2.68
órgano	hígado	6.15
fuerza	fortaleza	7.07
frase	palabra	5.48
banda	desfile	3.92
estómago	cintura	5.9
nube	tormenta	5.6
alegría	orgullo	5
ruido	sonajero	6.17
lluvia	niebla	5.97
cerveza	bebida	5.42
hombre	tío	3.92
manzana	jugo	2.88
inteligencia	lógica	6.5
comunicación	lenguaje	7.47
visón	piel	6.83
mafia	multitud	7.85
orilla	costa	8.83
alambre	cable	7.62
ave	pavo	6.58
cama	cuna	7.3
competencia	abilidad	7.5
nube	bruma	7.32
cena	comida	7.53
bar	jaula	2.8
agua	sal	1.3
sentido	intuición	7.68
situación	condición	6.58
crimen	robo	7.53
estilo	moda	8.5
frontera	borde	9.08
brazo	cuerpo	4.05
barco	coche	2.37
sándwich	almuerzo	6.3
novia	princesa	2.8
heroína	héroe	8.78
automóvil	medidor	1.13
insecto	abeja	6.07
cuna	cuna	10.0
animal	persona	3.05
marihuana	hierba	6.5
cama	hospital	0.92
mejilla	lengua	4.52
disco	computadora	3.2
curva	ángulo	3.33
hierba	musgo	5
escuela	ley	1.13
pie	cabeza	2.3
madre	guardián	6.5
ortodoncista	dentista	8.27
alcohol	whiky	7.27
boca	diente	6.3
desayuno	tocino	4.37
baño	dormitorio	3.4
plato	tazón	5.23
carne	tocino	5.8
aire	helio	3.63
trabajador	empleador	5.37
cuerpo	pecho	4.45
hijo	padre	3.82
corazón	cirugía	1.08
mujer	secretaria	1.98
hombre	padre	4.83
playa	isla	5.6
historia	tema	5
juego	diversión	3.42
finde	semana	4
pareja	par	8.33
mujer	esposa	5.72
oveja	ganado	4.77
bolso	bolsa	8.33
techo	catedral	2.42
frijol	café	5.15
madera	papel	2.88
superior	lateral	1.9
delito	fraude	5.65
dolor	daño	5.38
amante	compañero	5.97
tarde	anochecer	7.78
padre	hija	2.62
vino	licor	7.85
vaca	cabra	2.93
creencia	opinión	7.7
realidad	ilusión	1.42
pacto	acuerdo	9.02
riqueza	pobreza	1.27
accidente	emergencia	4.93
batalla	conquista	7.22
amigo	profesor	2.62
enfermedad	infección	6.9
juego	truco	2.32
hermano	hijo	3.48
tía	sobrino	3.1
trabajador	mecánico	4.92
médico	ortodoncista	5.58
roble	maple	6.03
abeja	reina	3.27
automóvil	bicicleta	3.47
metal	misión	5.83
agosto	mes	5.53
ejércicto	escuadrilla	5.08
nube	clima	4.87
doctor	médico	8.88
cañón	valle	6.75
río	valle	1.67
sol	cielo	2.27
objetivo	flecha	3.25
chocolate	pastel	2.27
circunstancia	situación	7.85
opinión	elección	5.43
ritmo	melodía	6.12
tripa	nerviosa	4.93
día	amanecer	5.47
ganado	res	7.03
médico	profesor	4.65
brazo	vena	3.65
habitación	baño	3.33
corporación	negocio	9.02
diversión	fútbol	1.97
colina	acantilado	4.28
hueso	tobillo	3.82
manzana	caramelo	2.08
ayudante	criada	5.58
líder	gerente	7.27
limón	té	1.6
abeja	hormiga	2.78
baloncesto	béisbol	4.92
arroz	frijol	2.72
cama	mueble	6.08
emoción	pasión	7.72
anarquía	caos	7.93
delito	violación	7.12
máquina	motor	5.58
playa	mar	4.68
callejón	tazón	1.53
tarro	botella	7.83
fuerza	capacidad	5.28
semilla	mostaza	3.48
guitarra	tambor	3.78
opinión	idea	5.7
norte	oeste	3.63
dieta	ensalada	2.98
madre	esposa	3.02
papá	madre	3.55
capitán	marinero	5
metro	yarda	5.6
cerveza	champán	4.45
motor	barco	2.57
tarjeta	puente	1.97
ciencia	psicología	4.92
pecador	santo	1.6
destrucción	construcción	0.98
multitud	grupo	7.42
playa	arrecifes	3.77
hombre	niño	4.13
pan	queso	1.95
campión	ganador	8.73
celebración	ceremonia	7.72
menú	orden	3.62
rey	princesa	3.27
riqueza	prestigio	6.07
resistencia	fuerza	6.58
peligro	amenaza	8.78
dios	sacerdote	4.5
hombres	fraternidad	3.13
compañero	companía	8.65
profesor	ayudante	4.28
cuerpo	estomago	3.93
lengua	garganta	3.1
casa	alfombra	1.38
inteligencia	habilidad	5.35
jornada	conquista	4.72
dios	rezo	1.23
hermano	alma	0.97
adversario	oponente	9.05
muerte	catástrofe	4.13
monstruo	demonio	6.95
día	mañana	4.87
hombre	vencedor	1.9
amigo	chico	3.88
canción	historia	3.97
rayo	brillo	6.83
chico	espárrago	5.83
pollo	arroz	1.43
caja	ascensor	1.32
manteca	papa	1.22
apartamento	mobiliario	1.28
lago	pantano	4.92
ensalada	vinagre	1.13
flor	bulbo	4.48
nube	niebla	6.67
conductor	piloto	6.28
azúcar	miel	5.13
cuerpo	hombro	2.88
idea	imágen	3.55
padre	hermano	4.2
luna	planeta	5.87
pelota	vestimenta	2.32
ferrocarril	valla	5.22
habitación	cama	2.35
flor	arbusto	4.25
hueso	rodilla	4.17
brazo	rodilla	2.75
inferior	lateral	2.63
vaso	vena	5.15
gato	conejo	2.37
carne	sándwich	2.35
creencia	concepto	5.08
inteligencia	visión	5.9
atención	interés	7.22
actitud	confianza	4.35
derecho	justicia	7.05
argumento	acuerdo	1.45
profundidad	magnitud	6.12
medio	noticia	3.65
ganador	candidato	2.78
cumpleaños	fecha	5.08
cuota	pago	7.15
biblia	himno	5.15
salida	entrada	5.5
hombre	centinela	3.25
pasillo	hall	6.35
whisky	ginebra	6.28
sangre	médula	3.4
aceite	visón	1.23
piso	cubierta	5.55
techo	piso	2.62
puerta	piso	1.67
hombro	cabeza	3.42
vagón	carro	7.7
automóvil	transporte	5.13
codo	tobillo	3.13
riqueza	fama	4.02
tristeza	vergüenza	4.77
administración	gestión	7.25
comunicación	conversación	8.02
contaminación	atmósfera	4.25
anatomía	biología	5.33
universidad	profesión	3.12
libro	tema	2.07
fórmula	ecuación	7.95
libro	información	5
muchacho	socio	1.9
cielo	universo	4.68
población	personas	7.68
universidad	clase	4.13
jefe	alcalde	4.85
rabino	ministro	7.62
metro	pulgada	5.08
poliéster	algodón	5.63
abogado	banquero	1.88
violín	instrumento	6.58
campamento	cabina	4.2
olla	aplicación	2.53
lino	tejido	7.47
whisky	champán	5.33
chica	niña	5.38
finca	cabina	7.72
ave	gallina	7.03
estruendo	ruido	8.1
atardecer	tarde	5.98
llovizna	lluvia	9.17
adulto	bebé	2.22
carbón_vegetal	carbón	7.63
cuerpo	columna	4.78
cabeza	clavo	2.47
troco	madero	8.05
cuchara	taza	2.02
cuerpo	nervio	3.13
hombre	esposo	5.32
hueso	cuello	2.53
frustración	furia	6.5
río	mar	5.72
tarea	trabajo	8.87
club	sociedad	5.23
reflejo	imágen	7.27
príncipe	rey	5.92
nieve	clima	5.48
gente	fiesta	2.2
muchacho	hermano	6.67
raíz	pasto	3.55
frente	ojo	3.82
dinero	perla	2.1
dinero	diamante	3.42
vehículo	autobus	6.47
taxi	autobus	5.6
casa	granero	4.33
dedo	palma	3.33
automóvil	puente	0.95
esfuerzo	dificultad	4.45
hecho	visón	4.77
trabajo	gestión	3.97
cáncer	enfermedad	7.93
palabra	periódico	2.47
compositor	escritor	6.58
actor	cantante	4.52
refugio	choza	6.47
baño	cocina	3.1
cabina	choza	6.53
puerta	cocina	1.67
valor	creencia	7.07
sabiduría	inteligencia	7.47
ingorancia	inteligencia	1.5
felicidad	suerte	2.38
idea	esquema	6.75
ánimo	emoción	8.12
felicidad	paz	6.03
desesperación	miseria	7.22
lógica	aritmética	3.97
negación	confesión	1.03
argumento	crítica	5.08
agresión	hostilidad	8.48
histeria	confusión	6.33
química	teoría	3.17
juicio	veredicto	3.33
comodidad	seguridad	5.8
confianza	uno_mismo	3.12
visión	percepción	6.88
era	década	5.4
biografía	ficción	1.38
discusión	argumento	5.48
código	símbolo	6.03
peligro	enfermedad	3
accidente	catástrofe	5.9
jornada	paseo	8.88
actividad	movimiento	7.15
chisme	noticia	5.22
padre	dios	3.57
acción	curso	5.45
fiebre	enfermedad	7.65
aviación	vuelo	8.18
juego	acción	4.85
molécula	aire	3.05
hogar	estado	2.58
palabra	literatura	4.77
adulto	guardían	6.9
periódico	información	5.65
comunicación	televisión	5.6
primo	tío	4.63
autor	lector	1.6
chico	socio	3.57
área	esquina	2.07
balada	canción	7.53
pared	decoración	2.62
palabra	página	2.92
enfermera	científico	2.08
político	presidente	7.38
presidente	alcalde	5.68
libro	ensayo	4.72
hombre	guerrero	4.72
artículo	revista	6.18
desayuno	cena	4.4
multitud	desfile	3.93
pasillo	vestíbulo	6.75
profesor	rabino	4.37
cadera	labio	1.43
libro	artículo	5.43
habitación	celda	4.58
caja	stand	3.8
hija	niña	4.17
extremidad	pierna	6.9
hígado	pulmón	2.7
aula	pasillo	2
montaña	cornisa	3.73
automóvil	ascensor	1.03
cama	sillón	3.42
ropa	botón	2.3
ropa	abrigo	5.35
riñón	órgano	6.17
manzana	salsa	1.43
pollo	churrasco	3.73
automóvil	manguera	0.87
tabaco	cigarrillo	7.5
estudiante	profesor	1.95
bebé	hija	5
pipa	cigarro	6.03
leche	jugo	4.05
caja	cigarro	1.25
apartamento	hotel	3.33
copa	cono	3.17
caballo	buey	3.02
garganta	nariz	2.8
hueso	diente	4.17
hueso	codo	3.78
tocino	frijol	1.22
copa	tarro	5.13
prueba	hecho	7.3
nombramiento	compromiso	6.75
cumpleaños	año	1.67
palabra	pista	2.53
autor	creador	8.02
átomo	carbono	3.1
arzobispo	obispo	7.05
carta	párrafo	4
página	párrafo	3.03
campanario	capilla	7.08
músculo	hueso	3.65
músculo	lengua	5
muchacho	soldado	2.15
vientre	abdomen	8.13
chico	chica	3.33
cama	silla	3.5
ropa	chaqueta	5.15
pistola	cuchillo	3.65
estaño	metal	5.63
botella	contenedor	7.93
gallina	pavo	6.13
carne	pan	1.67
brazo	hueso	3.83
cuello	columna	5.32
manzana	limón	4.05
agonía	dolor	7.63
asignación	tarea	8.7
noche	amanecer	2.95
cena	sopa	3.72
pantorrilla	toro	4.93
nieve	tormenta	4.8
uña	mano	3.42
perro	caballo	2.38
brazo	cuello	1.58
pelota	guante	1.75
gripe	fiebre	6.08
cuota	salario	3.72
nervio	cerebro	3.88
bestia	animal	7.83
cena	pollo	2.85
chica	criada	2.93
niño	chico	5.75
alcohol	vino	7.42
nariz	boca	3.73
calle	automóvil	2.38
campana	puerta	2.2
caja	sombrero	1.3
creencia	impresión	5.95
sesgo	opinión	5.6
atención	preocupación	8.73
ira	ánimo	4.1
elegancia	estilo	5.72
belleza	edad	1.58
libro	tema	2.58
amigo	madre	2.53
vitamina	hierro	5.55
automóvil	fábrica	2.75
pacto	condición	2.45
capítulo	opción	0.48
aritmética	ritmo	2.35
ganador	presencia	1.08
creencia	flor	0.4
ganador	meta	3.23
truco	tamaño	0.48
opción	vena	0.98
himno	conquista	0.68
resistencia	banda	0.4
cárcel	elección	1.08
condición	chico	0.48
flor	resistencia	0.4
agujero	acuerdo	0.3
médico	temperamento	0.48
fraternidad	puerta	0.68
tarea	mujer	0.68
fraternidad	béisbol	0.88
céntimo	tamaño	0.4
presencia	puerta	0.48
ratón	gestión	0.48
tarea	carretera	0.48
licor	siglo	0.4
tarea	paja	0.68
isla	tarea	0.3
noche	capítulo	0.48
polución	presidente	0.68
pistola	truco	0.48
baño	truco	0.58
dieta	manzana	1.18
céntimo	esposa	0.58
capítulo	cola	0.3
curso	estómago	0.58
himno	paja	0.4
dentista	coronel	0.4
esposa	paja	0.4
agujero	esposa	0.68
alumno	presidente	0.78
baño	esposa	0.48
gente	céntimo	0.48
fórmula	logaritmo	1.77
mujer	cuero	0.58
manzana	brillo	0.58
arma	amanecer	1.18
comida	cintura	0.98
cámara	presidente	0.48
licor	banda	0.68
estómago	vena	2.35
pistola	cuero	0.3
sofá	béisbol	0.88
trabajador	cámara	0.68
cubierta	ratón	0.48
arroz	chico	0.4
gente	pistola	0.68
acantilado	cola	0.3
tobillo	ventana	0.3
princesa	isla	0.3
recipiente	ratón	0.3
vagón	contenedor	2.65
gente	globo	0.48
dólar	gente	0.4
baño	globo	0.4
estómago	dormitorio	0.4
bicicleta	dormitorio	0.4
tronco	baño	0.4
tazón	cola	0.48
ir	venir	2.42
agarrar	robar	6.18
escuchar	oír	8.17
pensar	racionalizar	8.25
ocurrir	suceder	9.32
desvanecer	desaparecer	9.8
multiplicar	dividir	1.75
declarar	rogar	9.08
comenzar	originar	8.2
proteger	defender	9.13
matar	destruir	5.9
crear	hacer	8.72
aceptar	rechazar	0.83
ignorar	evitar	6.87
cargar	traer	5.8
dejar	entrar	0.95
escoger	elegir	7.62
perder	fallar	7.33
alentar	desalentar	1.58
lograr	cumplir	8.57
hacer	construir	8.33
escuchar	obedecer	4.93
informar	notificar	9.25
recibir	dar	1.47
pedir_prestado	rogar	2.62
agarrar	obtener	7.1
avisar	recomendar	8.1
imitar	retratar	6.75
ganar	lograr	7.9
pensar	decidir	5.13
saludar	encontrar	6.17
acordar	discutir	0.77
disfrutar	entretener	5.92
destruir	hacer	1.6
guardar	proteger	6.58
dar	prestar	7.22
entender	saber	7.47
agarrar	recibir	5.08
aceptar	reconocer	6.88
decidir	escoger	8.87
aceptar	creer	6.75
mantener	poseer	8.27
vagar	deambular	8.83
lograr	fallar	0.83
gastar	guardar	0.55
dejar	ir	7.63
venir	asistir	8.1
saber	creer	5.5
juntar	reunir	7.3
hacer	ganar	7.62
olvidar	ignorar	3.07
multiplicar	sumar	2.7
encoger	crecer	0.23
llegar	partir	1.33
lograr	intentar	3.98
aceptar	denegar	1.75
llegar	venir	7.05
concordar	diferir	1.05
enviar	recibir	1.08
ganar	dominar	5.68
sumar	dividir	2.3
matar	esctrujar	4.92
adquirir	obtener	8.82
participar	unir	7.7
dejar	mantener	2.53
ir	entrar	4
agarrar	cargar	5.23
olvidar	prender	1.18
citar	elegir	8.17
comprometer	casarse	5.43
pedir	rezar	3.72
ir	enviar	3.75
agarrar	entregar	4.37
hablar	escuchar	3.02
analizar	evaluar	8.03
argumentar	racionalizar	4.2
perder	mantener	1.05
comparar	analizar	8.1
desorganizar	organizar	1.45
ir	permitir	3.62
agarrar	poseer	7.2
aprender	escuchar	3.88
destruir	construir	0.92
crear	construir	8.48
robar	comprar	1.13
matar	colgar	4.45
olvidar	saber	0.92
crear	imaginar	5.13
hacer	suceder	4.23
ganar	cumplir	7.85
dar	denegar	1.43
merecer	ganar	5.8
obtener	poner	1.98
localizar	encontrar	8.73
aparecer	asistir	6.28
saber	comprender	7.63
pretender	imaginar	8.47
satisfacer	favorecer	7.67
apreciar	mantener	4.85
discutir	diferir	5.15
vencer	dominar	6.25
comportar	obedecer	7.3
cooperar	participar	6.43
lograr	intentar	4.42
fallar	desalentar	3.33
comenzar	salir	1.28
decir	participar	3.82
venir	llevar	2.42
declarar	anunciar	9.08
leer	comprender	4.7
agarrar	dejar	2.47
proclamar	anunciar	8.18
adquirir	obtener	8.57
concluir	decidir	7.75
favorecer	pedir	2.98
discutir	probar	4.83
pedir	suplicar	6.47
encontrar	desaparecer	0.77
inspeccionar	examinar	8.75
verificar	justificar	4.08
asumir	predecir	4.85
aprender	evaluar	4.17
discutir	justificar	5
hacer	convertir	4.77
descubrir	originar	4.83
lograr	conseguir	7.5
dar	poner	3.65
entender	escuchar	4.68
expandir	crecer	8.27
pedir_prestado	vender	1.73
mantener	proteger	5.4
explicar	probar	4.1
asumir	pretender	3.72
concordar	favorecer	4.13
perdonar	olvidar	3.92
clarificar	explicar	8.33
entender	perdonar	4.87
recordar	olvidar	0.87
obtener	permanecer	1.6
darse_cuenta	descubrir	7.47
requerir	investigar	1.82
ignorar	pedir	1.07
pensar	investigar	4.77
rechazar	evitar	4.78
argumentar	persuadir	6.23
perseguir	persuadir	3.17
aceptar	perdonar	3.73
hacer	salir	1.17
investigar	examinar	8.1
discutir	explicar	6.67
deber	prestar	2.32
explorar	descubrir	8.48
complicar	argumentar	4.8
retirar	rechazar	6.38
mantener	pedir_prestado	2.25
rogar	pedir	6
arreglar	organizar	8.27
reducir	encoger	8.02
hablar	reconocer	4.67
dar	pedir_prestado	2.22
matar	defender	2.63
desaparecer	encoger	5.8
entregar	cargar	3.88
respirar	ahogarse	1.37
investrigar	notificar	5.3
convertir	parecer	2.63
pretender	parecer	4.68
cumplir	convertir	4
contemplar	pensar	8.82
determinar	predecir	5.8
favorecer	entretener	5
permanecer	retener	5.75
pretender	representar	7.03
olvidar	retener	0.63
querer	elegir	4.78
perder	obtener	0.77
intentar	pensar	2.62
convertir	aparecer	4.77
dejar	ignorar	4.42
aceptar	recomendar	2.75
partir	deambular	3.57
mantener	dar	1.05
dar	permitir	5.15
traer	enviar	2.97
absorber	aprender	5.48
adquirir	encontrar	6.38
partir	aparecer	0.97
crear	destruir	0.63
comenzar	ir	7.42
obtener	comprar	5.08
juntar	ahorrar	6.67
restaurar	recuperar	5.73
unir	agregar	8.1
juntar	casar	5.35
aceptar	entregar	1.58
adjuntar	unir	7.75
poner	colgar	3
ir	vender	0.97
comunicar	rezar	3.55
dar	robar	0.5
añadir	construir	4.92
traer	recuperar	2.62
comprender	satisfacer	2.55
representar	decidir	1.18
organizar	convertir	1.77
dar	conocer	0.88
decir	verificar	4.9
cooperar	unirse	5.18
organizar	requerir	0.98
pedir_prestado	querer	1.77
investigar	perseguir	7.15
ignorar	explorar	0.4
traer	complicar	0.98
entrar	deber	0.68
representar	notificar	0.78
recordar	vender	0.4
absorber	poseer	5
juntar	adquirir	2.85
enviar	asistir	1.67
recolectar	asistir	4.8
absorber	retirar	2.97
asistir	llegar	6.08
